latitude,longitude,title,thumbnail_url,artist_name,year
34.019861,-118.284409,"History of printing, Doheny Memorial Library, USC, Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1750.jpeg,Samuel Armstrong,1932
34.09823,-118.338847,"Education, Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1871.jpeg,Haldane Douglas,1934
34.068392,-118.41543,"Rudimentary Education, Beverly Hills",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/743.jpeg,Hugo Ballin,1934
33.787048,-118.184524,"Speed is the greatest factor in modern life, Long Beach",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1241.jpeg,Unknown,1935
34.053033,-118.244809,"Newspaper, Los Angleles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/61.jpeg,Unknown,1935
34.018145,-118.471842,"Man's imaginative and inventive development, Santa Monica",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/831.jpeg,Stanton Macdonald Wright,1935
34.132535,-117.970998,"City of Hope Visitor Services Center, Duarte",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/2006.jpeg,Philip Guston; Reuben Kadish,1936
33.89565,-118.224344,"Early California, Compton, Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1733.jpeg,James Redmond,1936
33.954467,-118.016961,"Wild animals and birds, Whittier",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1935.jpeg,Caspar Duchow,1937
34.114802,-118.153163,"The stagecoach, South Pasadena",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1543.jpeg,John Law Walker,1937
33.978967,-118.222526,"History of California, Huntington Park",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1734.jpeg,Norman Chamberlain,1937
33.995987,-118.252963,"Products of nature and inventions of man, Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/914.jpeg,Stanton Macdonald Wright,1937
33.824326,-118.388715,"Fishing from Redondo dock, Redondo Beach",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1290.jpeg,Paul Sample,1937
33.824326,-118.388715,"Sheep farming and ocean near Redondo, Redondo Beach",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1309.jpeg,Unknown,1937
33.824326,-118.388715,"Excursion train and picnickers in the nineties, Redondo Beach",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1966.jpeg,Paul Sample,1937
34.062135,-118.412554,"Vignettes of theatrical scenes, Beverly Hills",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/742.jpeg,Von Kaufman,1937
33.955053,-118.205918,"Evolution of writing, South Gate",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1735.jpeg,Stanton Macdonald-Wright,1938
33.736751,-118.280504,"Mail transportation, San Pedro",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1960.jpeg,Fletcher Martin,1938
34.069974,-118.11676,"Early California, Alhambra",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1994.jpeg,Millard Sheets,1939
33.768017,-118.132102,"Deep sea magic, Long Beach",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1953.jpeg,Unknown,1939
33.78703,-118.184545,"Industrial activities in Long Beach, Long Beach",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1956.jpeg,Unknown,1939
34.061619,-118.258724,"Map makers of the world, Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1780.jpeg,Bessie Peirce Heller,1939
33.778898,-118.141533,"Democratic education, Long Beach",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1847.jpeg,Carlos Dyer,1940
33.854317,-118.18035,"History of Aviation, North Long Beach",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1957.jpeg,Arthur Ames; Jean Goodwin Ames,1940
34.180193,-118.309472,"People of Burbank, Burbank",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1893.jpeg,Barse Miller,1940
33.973225,-118.340607,"History of transportation, Inglewood",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1753.jpeg,Helen Lundeberg,1940
34.195475,-118.603013,"Quests for mankind, Canoga Park",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/536.jpeg,Helen Lundeberg,1940
33.956013,-118.205747,"City activities, South Gate",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1737.jpeg,Frank Bowers; Arthur Prunier,1941
34.065441,-118.236923,"Chinese celestial dragon, Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/73.jpeg,Tyrus Wong,1941
33.987904,-118.471112,"The story of Venice, Venice",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/693.jpeg,Edward Bibernan,1941
33.987904,-118.471112,"The story of Venice, Venice",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1924.jpeg,Edward Bibernan,1941
33.818323,-118.144634,"Zodiac and constellations, Long Beach Airport",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1143.jpeg,Grace Clements,1942
34.034275,-118.263595,"Soldiers and sailors, Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1768.jpeg,Arthur J. Leitner,1942
34.182252,-118.30754,"Four freedoms, Burbank",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/532.jpeg,Hugo Ballin,1942
34.059148,-118.236709,"Cultural contributions of North, South and Central America, Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1769.jpeg,Boris Deutsch,1944
34.103428,-117.711425,"The flower vendors, Claremont, detail 1 of 2",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1513.jpeg,Alfredo Ramos Martinez,1946
34.103428,-117.711425,"Two flower vendors, Claremont",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1514.jpeg,Alfredo Ramos Martinez,1946
34.103428,-117.711425,"The flower vendors, Claremont, detail 2 of 2",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1533.jpeg,Alfredo Ramos Martinez,1946
34.103428,-117.711425,"The flower vendors, Claremont",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1534.jpeg,Alfredo Ramos Martinez,1946
34.103428,-117.711425,"The flower vendors, Claremont",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/2005.jpeg,Alfredo Ramos Martinez,1946
34.032918,-118.308715,"The Negro in California history. Panel 1: exploration and colonization, Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/921.jpeg,Charles Alston,1949
34.032918,-118.308715,"The Negro in California history. Panel 1: exploration and colonization, Los Angeles, detail 1 of 1",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/922.jpeg,Charles Alston,1949
34.032918,-118.308715,The Negro in California history. Panel 2: settlement and development,https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/923.jpeg,Hale Woodruff,1949
34.032918,-118.308715,"The Negro in California history. Panel 2: settlement and development, detail 1 of 2",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/924.jpeg,Hale Woodruff,1949
34.032918,-118.308715,"The Negro in California history. Panel 2: settlement and development, detail 2 of 2",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/925.jpeg,Hale Woodruff,1949
34.032918,-118.308715,"The Negro in California history. Panel 1: exploration and colonization, Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1757.jpeg,Charles Alston,1949
34.032918,-118.308715,"The Negro in California history. Panel 2: settlement and development, Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1758.jpeg,Hale Woodruff,1949
33.987104,-118.473226,"Venice High Yearbook Class of '53, Venice, [s.d.]",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1576.jpeg,Art Mortimer,1953
34.047415,-117.849355,"Vision, knowledge and skill, Walnut",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/2008.jpeg,Phil Dike,1955
34.060864,-117.750376,"Early California history, Pomona",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1518.jpeg,Millard Sheets; Susan Hertel,1956
34.006467,-118.122403,"Fire, earth and water, Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/125.jpeg,Tom Van Sant,1957
34.099625,-117.712637,"Genesis, Claremont",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1516.jpeg,Rico Lebrun,1960
34.061815,-118.323087,"Scottish Rite Masonic Temple, Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/116.jpeg,Millard Sheets,1961
34.054242,-118.239541,"Celebrating our homeland and recognition of all foreign lands, Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1767.jpeg,Richard Haines,1964
34.121966,-117.737968,"Image of a peccary, Claremont",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1520.jpeg,Susan Hertel,1965
34.103396,-117.712777,"Three episodes of Shakespeare, Claremont",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1517.jpeg,Millard Sheets,1966
34.036017,-118.188171,"Our past, our present, and our future, Boyle Heights",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1173.jpeg,Jose Reyes Meza,1966
34.036017,-118.188171,"Our past, our present, and our future, Boyle Heights",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1936.jpeg,Jose Reyes Meza,1966
34.196392,-118.592222,"Bob Dylan, Venice",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1573.jpeg,Wayne Holwick,1966
34.104129,-117.706361,"Don Bosco Technical Institute, Rosemead",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1535.jpeg,Joseph Young,1967
34.033759,-118.160126,"El Mexicano-American ayer, ahora, manana, East Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1176.jpeg,Armando Campero,1968
34.064446,-118.237438,"Picture of viewing waterfalls in summer mountains; Palace in heaven; Four Beauties catching swimming fish, Chinatown",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/177.jpeg,Anonymous,1968
34.06912,-118.442681,"History of mathematics, UCLA Math Sciences Buidling, Los Angeles,1968",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1707.jpeg,Joseph Young,1968
34.196398,-118.592227,"Groupie, Venice",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1572.jpeg,Wayne Holwick,1968
34.107425,-117.719471,"Indians and yuccas near Indian Hill, Claremont",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1519.jpeg,Unknown,1969
34.023712,-118.184052,"Doctors Hospital murals, East Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1937.jpeg,John Bene,1969
34.097951,-118.325329,"Aquarius Theater, Hollywood",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/2030.jpeg,The Fool; Simon Posthuma; Marijke Koger; Barry Finch; Josje Leeger,1969
33.920465,-118.344233,"7-Up, the uncola, Hawthorne",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1577.jpeg,MGM Studios,1969
33.992032,-118.47476,"Brooks Street painting, Venice",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/2026.jpeg,Los Angeles Fine Arts Squad; Terry Schonhoven; Victor Henderson; Leonard Koren; Jim Frazen,1969
34.028531,-118.181713,"Gravestones and crosses of youth killed in gang violence, East Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1181.jpeg,Bill Butler,1970
34.027195,-118.192256,"Homeboy, East Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/2025.jpeg,Manual Cruz,1970
34.020688,-118.208277,"War gods, East Los Angeless",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/988.jpeg,Unknown,1970
33.93494,-118.265226,"Sojourner Truth, Los Angeles, late 1970s",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/931.jpeg,Charles Freeman,1970
34.097653,-118.286308,"El Chavo Restaurant, Los Angeles, early 1970s",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1859.jpeg,Unknown,1970
34.098124,-118.326745,"Home Savings of America, Hollywood",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1872.jpeg,Millard Sheets; Susan Hertel,1970
34.250016,-118.422704,"Aztec sun god, Pacoima",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/574.jpeg,Unknown,1970
34.06185,-118.445385,"Alice Restaurant painting, Westwood",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1583.jpeg,Roberto Chavez,1970
34.036029,-118.47697,"Home Savings of America bank, Santa Monica, Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1732.jpeg,Millard Sheets; Denis O'Connor; Nancy Colbath,1970
33.990707,-118.476973,"Venice in snow, Venice, detail 1 of 2",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1567.jpeg,Terry Schoonhoven; Victor Henderson,1970
33.990707,-118.476973,"Venice in snow, Venice",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1568.jpeg,Terry Schoonhoven; Victor Henderson,1970
33.990707,-118.476973,"Venice in snow, Venice, detail 2 of 2",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1569.jpeg,Terry Schoonhoven; Victor Henderson,1970
33.990707,-118.476973,"Venice in snow, Venice",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/2027.jpeg,Terry Schoonhoven; Victor Henderson,1970
34.004307,-118.485703,"Two girls, Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1574.jpeg,Wayne Holwick,1970
34.04665,-118.275805,"Steve McQueen monument, Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/114.jpeg,Kent Twitchell,1971
34.021115,-118.16195,"Aztec Red mural, East Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1601.jpeg,Charles Felix and Associates,1972
34.056117,-118.176949,"The wall that cracked open, City Terrace",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1180.jpeg,Willie Herr'on,1972
34.055539,-118.177625,"Quetzalcoatl-Plumed serpent, City Terrace",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1179.jpeg,Willie Herr'on,1972
34.055593,-118.177636,"Quetzalcoatl-Plumed serpent, City Terrace",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1602.jpeg,Willie Herr'on,1972
34.028513,-118.181713,"Little Valley mural, East Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1598.jpeg,Bill Butler,1972
34.023898,-118.185124,"Mechicano Art Center walls, East Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1597.jpeg,Antonio Esparza,1972
34.024005,-118.192077,"Whittier and Indiana mural, East Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1600.jpeg,Gilber Lujan,1972
34.09521,-118.302798,"Strother Martin Monument, Hollywood",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1604.jpeg,Kent Twitchell,1972
34.092482,-118.374046,"Woman with the flaming red hair, West Hollywood",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1584.jpeg,Diana Schnurr,1972
34.045063,-118.451425,"Isle of California, West Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/2028.jpeg,Terry Schoonhoven; Victor Henderson; Jim Frazin,1972
34.18179,-118.876662,"Ghost Town, Thousand Oaks",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/2034.jpeg,Terry Schoonhoven; Victor Henderson,1972
34.079056,-118.166134,"Statement against the oppression of working people and people of color, El Sereno",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/459.jpeg,Johnny T. Alvarez,1973
34.079056,-118.166134,"Statement against the oppression of working people and people of color, El Sereno, detail 1 of 3",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/460.jpeg,Johnny T. Alvarez,1973
34.079056,-118.166134,"Statement against the oppression of working people and people of color, El Sereno, detail 3 of 3",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/462.jpeg,Johnny T. Alvarez,1973
34.079056,-118.166134,"Statement against the oppression of working people and people of color, El Sereno",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1878.jpeg,Johnny T. Alvarez,1973
34.030185,-118.172936,"The dip beer bar mural, East Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1599.jpeg,Johnny Alvarez,1973
34.019974,-118.206067,"The murals of Estrada Courts. Virgin of Guadalupe, Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/996.jpeg,Steve Delgado,1973
34.018797,-118.206732,"The murals of Estrada Courts. Portraits of Abraham Lincoln and John F. Kennedy, Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1015.jpeg,Frank Lopez,1973
34.020552,-118.207065,"The murals of Estrada Courts. In memory of a homeboy, Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/990.jpeg,Daniel Martinez,1973
34.019212,-118.208256,"The sun bathers, East Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1934.jpeg,"Goez (Hernandez, Gil)",1973
34.020564,-118.210337,"Aztec rain god, East Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/2060.jpeg,Manual Gonzalez,1973
34.052979,-118.242888,"Los Angeles City Hall East, Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1765.jpeg,Millard Sheets,1973
33.990146,-118.463988,"Brandelli's Brig, Venice(restored in 1978 and 1989)",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1923.jpeg,Arthur Mortimer,1973
34.0384,-118.168205,"Evolution, East Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1182.jpeg,Charles Felix; Los Ninos del Mundo,1974
34.035644,-118.187785,"A history of our struggle, Boyle Heights",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1931.jpeg,Goez Art Studio; Robert Arenivar; Joel Suro Olivares,1974
34.057625,-118.19389,"The murals of Ramona Gardens. To ace out a homeboy, Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/999.jpeg,Manuel Cruz,1974
34.049099,-118.195091,"Las tres culturas, Boyle Heights(restored 1981 and 1986)",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1183.jpeg,Rozelio Duarte; Juan Navarro; Pastetez,1974
34.057596,-118.195853,"The murals of Ramona Gardens. Ghosts of the barrio, Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/997.jpeg,Wayne Healy,1974
34.019405,-118.206303,"The murals of Estrada Courts. Tribute to the farmworkers, Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/993.jpeg,Alexandro C. Maya,1974
34.020143,-118.206421,"The murals of Estrada Courts. Two Indian chiefs facing each other, Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/995.jpeg,Sandy,1974
34.018818,-118.2067,"The murals of Estrada Courts. Mountain with road zigzagging to the top, Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1016.jpeg,R. Rochas; Roger Provencio,1974
34.018732,-118.207591,"Creations of man, East Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1166.jpeg,Los Ninos del Mundo,1974
34.020347,-118.208793,"The murals of Estrada Courts. American concert, Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/6.jpeg,Tony Nunez,1974
34.017024,-118.209221,"Chains of life, East Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1930.jpeg,Charles Felix,1974
34.058633,-118.252201,"Flow inversion, Los Angeles,1974",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/77.jpeg,Judith Von Euer,1974
34.066365,-118.254046,"The freeway  lady, Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1820.jpeg,Kent Twitchell,1974
33.942986,-118.269539,"Our mural, Los Angeles, detail",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/926.jpeg,Robert Curry,1974
33.942986,-118.269539,"Our mural, Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/927.jpeg,Robert Curry,1974
33.942986,-118.269539,"Our mural, Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/2012.jpeg,Robert Curry,1974
33.942986,-118.269539,"Our mural, Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/2013.jpeg,Robert Curry,1974
33.776757,-118.375754,"Recreational horseback riding, Rancho Palos Verdes",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1266.jpeg,Millard Sheets,1974
34.040249,-118.164568,"The short life of John Doe (La vida breve de Alfonso Fulano), East Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1161.jpeg,Goez; Robert Arenivar; Jose-Luis Gonzalez; Juan Gonzalez; David Botello,1975
34.040249,-118.164568,"The short life of John Doe (La vida breve de Alfonso Fulano), East Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1162.jpeg,Goez; Robert Arenivar; Jose-Luis Gonzalez; Juan Gonzalez; David Botello,1975
34.040249,-118.164568,"The short life of John Doe (La vida breve de Alfonso Fulano), East Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1932.jpeg,Goez; Robert Arenivar; Jose-Luis Gonzalez; Juan Gonzalez; David Botello,1975
34.019088,-118.172486,"Read between the lines (Cuidense Amigos), East Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1159.jpeg,David Botello,1975
34.060665,-118.194222,"The murals of Ramona Gardens. Ring of fire, Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1001.jpeg,Willie Herron,1975
34.057812,-118.196681,"The murals of Ramona Gardens. A human embryo and Native American families, Los Angelels",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/969.jpeg,Willie Herron,1975
34.059522,-118.19993,"The murals of Ramona Gardens. Adam y Eva, Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1002.jpeg,Willie Herron,1975
34.067378,-118.203235,"The learning tree, Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1158.jpeg,Alfredo Diaz Flores,1975
34.019182,-118.208352,"The murals of Estrada Courts. Leopard crouching in a tree, Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1013.jpeg,Cholo V. Indio,1975
34.019348,-118.208706,"The murals of Estrada Courts. Pastel-hued landscape, Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1017.jpeg,Ernesto de la Loza,1975
34.061728,-118.214197,"Stoddard Automotive, Lincoln Heights",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1163.jpeg,Ismael Cazarez,1975
34.086502,-118.21907,"A history of Mexico, Cypress Park, Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/458.jpeg,Anthony Padilla,1975
34.051379,-118.247631,"Cathedral of St. Vibiana, Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/75.jpeg,Igor De Konsky,1975
34.086733,-118.250871,"The worker's mural, Echo Park, Lis Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/307.jpeg,Art Zarate,1975
34.086467,-118.252008,"Profiles of skulls and eagles, Los Angeles, detail",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/315.jpeg,Bill Madrid,1975
34.086467,-118.252008,"Profiles of skulls and eagles, Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/316.jpeg,Bill Madrid,1975
34.086467,-118.252008,"Profiles of skulls and eagles, Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/1861.jpeg,Bill Madrid,1975
34.016171,-118.284473,"The history of Mexico and mankind, Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/933.jpeg,Raul Esparza,1975
34.016171,-118.284473,"The history of Mexico and mankind, Los Angeles, detail 1 of 2",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/934.jpeg,Raul Esparza,1975
34.016171,-118.284473,"The history of Mexico and mankind, Los Angeles, detail 2 of 2",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/935.jpeg,Raul Esparza,1975
34.016171,-118.284473,"The history of Mexico and mankind, Los Angeles",https://raw.githubusercontent.com/kimjee8955/Datart/main/images/Dunitz/2041.jpeg,Raul Esparza,1975
